sciname,aphia_id,valid_sciname
cliona janitrix,134129,cliona janitrix
cliona johannae,504047,cliona johannae
cliona jullieni,170451,cliona jullieni
cliona kempi,170452,cliona kempi
cliona labiata,180825,cliona labiata
cliona lesueuri,170456,cliona lesueuri
cliona liangae,181114,cliona liangae
cliona lisa,170457,cliona lisa
cliona lobata,134131,cliona lobata
cliona macgeachii,170458,cliona macgeachii
cliona mariae,1450699,cliona mariae
cliona medinae,579399,cliona medinae
cliona michelini,170459,cliona michelini
cliona microstrongylata,196870,cliona microstrongylata
cliona millepunctata,170460,cliona millepunctata
cliona minuscula,234453,cliona minuscula
cliona mucronata,170461,cliona mucronata
cliona nodulosa,170463,cliona nodulosa
cliona orientalis,170464,cliona orientalis
cliona papillae,170465,cliona papillae
cliona parenzani,170466,cliona parenzani
cliona patera,170468,cliona patera
cliona paucispina,170469,cliona paucispina
cliona peponaca,170470,cliona peponaca
cliona pocillopora,236811,cliona pocillopora
cliona radiata,170472,cliona radiata
cliona raphida,170473,cliona raphida
cliona raromicrosclera,170474,cliona raromicrosclera
cliona reticulata,413875,cliona reticulata
cliona rhodensis,134136,cliona rhodensis
cliona schmidtii,134139,cliona schmidtii
cliona spissaspira,231696,cliona spissaspira
cliona subulata,190658,cliona subulata
cliona tenuis,170478,cliona tenuis
cliona thomasi,1324525,cliona thomasi
cliona thoosina,170479,cliona thoosina
cliona tinctoria,170480,cliona tinctoria
cliona topsenti,134141,cliona topsenti
cliona tropicalis,579400,cliona tropicalis
cliona tumula,746477,cliona tumula
cliona undulata,170482,cliona undulata
cliona utricularis,181115,cliona utricularis
cliona valentis,170483,cliona valentis
cliona varians,170485,cliona varians
cliona vermifera,134145,cliona vermifera
cliona viridis,134146,cliona viridis
cliona wakatobiensis,1518324,cliona wakatobiensis
cliona yorkin,1450708,cliona yorkin
clionaopsis platei,170489,clionaopsis platei
cliothosa aurivillii,170491,cliothosa aurivillii
cliothosa delitrix,1479479,cliothosa delitrix
cliothosa dichotoma,170492,cliothosa dichotoma
cliothosa hancocki,134147,cliothosa hancocki
cliothosa investigatoris,170493,cliothosa investigatoris
cliothosa quadrata,170494,cliothosa quadrata
cliothosa tylostrongylata,579401,cliothosa tylostrongylata
coelocarteria agglomerans,255135,coelocarteria agglomerans
coelocarteria singaporensis,168440,coelocarteria singaporensis
coelocarteria spatulosa,168441,coelocarteria spatulosa
coelodischela diatomorpha,168395,coelodischela diatomorpha
coelodischela massa,168393,coelodischela massa
collectella avita,171115,collectella avita
collospongia auris,165310,collospongia auris
columnitis anomala,170907,columnitis anomala
columnitis squamata,170908,columnitis squamata
corallistes aculeata,171064,corallistes aculeata
corallistes australis,171065,corallistes australis
corallistes bispiraster,171066,corallistes bispiraster
corallistes elegantior,134336,corallistes elegantior
corallistes elegantissima,171068,corallistes elegantissima
corallistes floreana,1253663,corallistes floreana
corallistes isabela,171070,corallistes isabela
corallistes masoni,134337,corallistes masoni
corallistes microtuberculatus,171072,corallistes microtuberculatus
corallistes multituberculatus,171073,corallistes multituberculatus
corallistes paratypus,171074,corallistes paratypus
corallistes thomasi,171075,corallistes thomasi
corallistes typus,171077,corallistes typus
corallistes undulatus,171078,corallistes undulatus
corallistes verrucosa,171079,corallistes verrucosa
cornulella amirantensis,167365,cornulella amirantensis
cornulella lundbecki,167366,cornulella lundbecki
cornulella minima,167367,cornulella minima
cornulella purpurea,167368,cornulella purpurea
cornulella santamartae,167369,cornulella santamartae
cornulella tyro,167370,cornulella tyro
cornulum achela,167372,cornulum achela
cornulum antarcticum,737513,cornulum antarcticum
cornulum clathriata,167374,cornulum clathriata
cornulum globosum,862792,cornulum globosum
cornulum johnsoni,167376,cornulum johnsoni
cornulum textile,132964,cornulum textile
cornulum toxiferum,167378,cornulum toxiferum
cornulum tubiforme,167379,cornulum tubiforme
cornulum virguliferum,167381,cornulum virguliferum
coscinoderma bakusi,1296102,coscinoderma bakusi
coscinoderma cavernosum,1296094,coscinoderma cavernosum
coscinoderma confragosum,132374,coscinoderma confragosum
coscinoderma denticulatum,165088,coscinoderma denticulatum
coscinoderma folium,1296091,coscinoderma folium
coscinoderma lacium,1296093,coscinoderma lacium
coscinoderma lamarcki,1057496,coscinoderma lamarcki
coscinoderma lanuga,165089,coscinoderma lanuga
coscinoderma mappula,1296100,coscinoderma mappula
coscinoderma mathewsi,165090,coscinoderma mathewsi
coscinoderma nardorus,527410,coscinoderma nardorus
coscinoderma pesleonis,165091,coscinoderma pesleonis
coscinoderma pollax,1296103,coscinoderma pollax
coscinoderma sporadense,132375,coscinoderma sporadense
coscinoderma truki,1296106,coscinoderma truki
coscinoderma wenoa,1296096,coscinoderma wenoa
costifer vasiformis,171109,costifer vasiformis
costifer wilsoni,171110,costifer wilsoni
crambe acuata,169003,crambe acuata
crambe amarilla,254433,crambe amarilla
crambe chilensis,254432,crambe chilensis
crambe crambe,133445,crambe crambe
crambe erecta,169006,crambe erecta
crambe maldonadoi,254434,crambe maldonadoi
crambe panamensis,169007,crambe panamensis
crambe tailliezi,133446,crambe tailliezi
crambe tuberosa,133447,crambe tuberosa
craniella abracadabra,171323,craniella abracadabra
craniella abyssorum,1516220,craniella abyssorum
craniella arb,171324,craniella arb
craniella atropurpurea,171325,craniella atropurpurea
craniella australis,234238,craniella australis
craniella azorica,234404,craniella azorica
craniella baeri,1423880,craniella baeri
craniella carteri,171326,craniella carteri
craniella craniana,171329,craniella craniana
craniella cranium,171330,craniella cranium
craniella crustocorticata,934592,craniella crustocorticata
craniella curviclada,1259138,craniella curviclada
craniella disigma,248243,craniella disigma
craniella elegans,171333,craniella elegans
craniella globosa,171335,craniella globosa
craniella hamatum,559372,craniella hamatum
craniella insidiosa,171337,craniella insidiosa
craniella lens,171340,craniella lens
craniella lentiformis,171341,craniella lentiformis
craniella lentisimilis,171342,craniella lentisimilis
craniella lissi,1524502,craniella lissi
craniella longipilis,293252,craniella longipilis
craniella metaclada,171344,craniella metaclada
craniella monodi,362607,craniella monodi
craniella neocaledonica,833419,craniella neocaledonica
craniella ovata,559371,craniella ovata
craniella oxeata,380197,craniella oxeata
craniella polyura,171347,craniella polyura
craniella prosperiaradix,171348,craniella prosperiaradix
craniella schmidtii,171349,craniella schmidtii
craniella sigmoancoratum,293251,craniella sigmoancoratum
craniella simillima,171351,craniella simillima
craniella spinosa,171352,craniella spinosa
craniella sputnika,559368,craniella sputnika
craniella stewarti,171353,craniella stewarti
craniella tethyoides,171354,craniella tethyoides
craniella varians,171355,craniella varians
craniella vestita,171356,craniella vestita
craniella villosa,171357,craniella villosa
craniella wolfi,1253668,craniella wolfi
craniella zetlandica,171358,craniella zetlandica
crella caespes,169029,crella caespes
crella gerzensteini,133468,crella gerzensteini
crella incrustans,169032,crella incrustans
crella rubiginosa,133488,crella rubiginosa
crella shimonii,169045,crella shimonii
crella triplex,169047,crella triplex
crellastrina alecto,133492,crellastrina alecto
crellomima derma,133493,crellomima derma
crellomima imparidens,133494,crellomima imparidens
crellomima incrustans,133495,crellomima incrustans
crellomima mehqisinpekonuta,1531954,crellomima mehqisinpekonuta
cribrochalina brassicata,166703,cribrochalina brassicata
cribrochalina compressa,166704,cribrochalina compressa
cribrochalina dendyi,166705,cribrochalina dendyi
cribrochalina dura,404103,cribrochalina dura
cribrochalina punctata,166707,cribrochalina punctata
cribrochalina vasculum,166708,cribrochalina vasculum
cribrochalina vasiformis,166709,cribrochalina vasiformis
cribrochalina zingiberis,406067,cribrochalina zingiberis
cryptax orygmi,165781,cryptax orygmi
cryptosyringa membranophila,169797,cryptosyringa membranophila
cyamon agnani,710134,cyamon agnani
cyamon amphipolyactinum,710135,cyamon amphipolyactinum
cyamon arguinense,710136,cyamon arguinense
cyamon aruense,167943,cyamon aruense
cyamon hamatum,710137,cyamon hamatum
cyamon koltuni,167945,cyamon koltuni
cyamon neon,167946,cyamon neon
cyamon quadriradiatum,167947,cyamon quadriradiatum
cyamon quinqueradiatum,167948,cyamon quinqueradiatum
cyamon vickersii,167949,cyamon vickersii
cyclacanthia bellae,167288,cyclacanthia bellae
cyclacanthia cloverlyae,167289,cyclacanthia cloverlyae
cyclacanthia mzimayiensis,167290,cyclacanthia mzimayiensis
cyclacanthia rethahofmeyri,1473300,cyclacanthia rethahofmeyri
cymbastela cantharella,165528,cymbastela cantharella
cymbastela concentrica,165529,cymbastela concentrica
cymbastela coralliophila,165530,cymbastela coralliophila
cymbastela lamellata,1027221,cymbastela lamellata
cymbastela marshae,165532,cymbastela marshae
cymbastela notiaina,165533,cymbastela notiaina
cymbastela sodwaniensis,536208,cymbastela sodwaniensis
cymbastela stipitata,165534,cymbastela stipitata
cymbastela vespertina,165536,cymbastela vespertina
dactylia australis,166258,dactylia australis
dactylia candelabrum,166260,dactylia candelabrum
dactylia carteri,1424212,dactylia carteri
dactylia ceratosa,166261,dactylia ceratosa
dactylia clavata,166262,dactylia clavata
dactylia crispata,166263,dactylia crispata
dactylia dichotoma,166264,dactylia dichotoma
dactylia elegans,166265,dactylia elegans
dactylia illawarra,166266,dactylia illawarra
dactylia imitans,166267,dactylia imitans
dactylia impar,166268,dactylia impar
dactylia radix,166270,dactylia radix
dactylia syphonoides,166272,dactylia syphonoides
dactylia varia,166273,dactylia varia
dactylospongia elegans,165312,dactylospongia elegans
dactylospongia metachromia,165313,dactylospongia metachromia
daedalopelta nodosa,171136,daedalopelta nodosa
damiria curvata,167383,damiria curvata
damiria fistulata,167384,damiria fistulata
damiria leonorae,167385,damiria leonorae
damiria paraibana,742034,damiria paraibana
damiria simplex,167386,damiria simplex
damiria testis,167387,damiria testis
damiria toxifera,167388,damiria toxifera
damiriopsis brondstedi,169391,damiriopsis brondstedi
darwinella australiensis,132304,darwinella australiensis
darwinella corneostellata,132305,darwinella corneostellata
darwinella dalmatica,132306,darwinella dalmatica
darwinella duplex,132307,darwinella duplex
darwinella gardineri,132308,darwinella gardineri
darwinella intermedia,132309,darwinella intermedia
darwinella muelleri,164870,darwinella muelleri
darwinella oxeata,164871,darwinella oxeata
darwinella pronzatoi,1458680,darwinella pronzatoi
darwinella rosacea,164872,darwinella rosacea
darwinella simplex,132310,darwinella simplex
darwinella tango,164873,darwinella tango
darwinella viscosa,132311,darwinella viscosa
darwinella warreni,164874,darwinella warreni
dasychalina fragilis,166711,dasychalina fragilis
dasychalina magellanica,166712,dasychalina magellanica
dasychalina melior,166713,dasychalina melior
dasychalina validissima,166714,dasychalina validissima
delectona alboransis,134148,delectona alboransis
delectona ciconiae,134149,delectona ciconiae
delectona higgini,170401,delectona higgini
delectona madreporica,233898,delectona madreporica
dendoricella abyssi,133517,dendoricella abyssi
dendoricella flabelliformis,133518,dendoricella flabelliformis
dendoricella obesichela,169094,dendoricella obesichela
dendoricella rhopalum,133519,dendoricella rhopalum
dendrectilla tremitensis,367423,dendrectilla tremitensis
dendrilla acantha,132312,dendrilla acantha
dendrilla antarctica,164875,dendrilla antarctica
dendrilla cactos,164877,dendrilla cactos
dendrilla camera,164878,dendrilla camera
dendrilla cirsioides,132313,dendrilla cirsioides
dendrilla cruor,164879,dendrilla cruor
dendrilla lendenfeldi,164882,dendrilla lendenfeldi
dendrilla membranosa,164883,dendrilla membranosa
dendrilla mertoni,164884,dendrilla mertoni
dendrilla rosea,164885,dendrilla rosea
dendroxea adumbrata,132767,dendroxea adumbrata
dendroxea lenis,132768,dendroxea lenis
desmacella alba,168296,desmacella alba
desmacella ambigua,168297,desmacella ambigua
desmacella annexa,133206,desmacella annexa
desmacella arenifibrosa,168298,desmacella arenifibrosa
desmacella austini,241409,desmacella austini
desmacella democratica,168299,desmacella democratica
desmacella dendyi,168300,desmacella dendyi
desmacella digitata,168301,desmacella digitata
desmacella grimaldii,168302,desmacella grimaldii
desmacella hyalina,1457283,desmacella hyalina
desmacella informis,133212,desmacella informis
desmacella infundibuliformis,178880,desmacella infundibuliformis
desmacella inornata,133213,desmacella inornata
desmacella ithystela,168303,desmacella ithystela
desmacella jania,168304,desmacella jania
desmacella koltuni,737582,desmacella koltuni
desmacella meliorata,133214,desmacella meliorata
desmacella microsigma,168306,desmacella microsigma
desmacella microsigmata,862851,desmacella microsigmata
desmacella peachi,133215,desmacella peachi
desmacella polysigmata,168308,desmacella polysigmata
desmacella pumilio,133218,desmacella pumilio
desmacella suberitoides,168309,desmacella suberitoides
desmacella topsenti,168310,desmacella topsenti
desmacella toxophora,168311,desmacella toxophora
desmacella tylostrongyla,368087,desmacella tylostrongyla
desmacella tylovariabilis,862852,desmacella tylovariabilis
desmacella vagabunda,133221,desmacella vagabunda
desmacella vestibularis,168312,desmacella vestibularis
desmacella vicina,168313,desmacella vicina
desmacidon adriaticum,133521,desmacidon adriaticum
desmacidon fragilis,169112,desmacidon fragilis
desmacidon fruticosum,133526,desmacidon fruticosum
desmacidon levii,1423758,desmacidon levii
desmacidon mamillatum,169114,desmacidon mamillatum
desmacidon minor,169115,desmacidon minor
desmacidon nebulosum,169116,desmacidon nebulosum
desmacidon nodosum,169117,desmacidon nodosum
desmacidon ternatensis,169119,desmacidon ternatensis
desmanthus incrustans,134341,desmanthus incrustans
desmanthus levii,171091,desmanthus levii
desmanthus meandroides,171092,desmanthus meandroides
desmanthus rhabdophorus,171093,desmanthus rhabdophorus
desmanthus topsenti,171094,desmanthus topsenti
desmapsamma anchorata,169121,desmapsamma anchorata
desmapsamma turbo,169122,desmapsamma turbo
desmapsamma vervoorti,169123,desmapsamma vervoorti
desmascula desdemona,171055,desmascula desdemona
desmoxya lunata,165971,desmoxya lunata
desmoxya pelagiae,195926,desmoxya pelagiae
diacarnus ardoukobae,168709,diacarnus ardoukobae
diacarnus bellae,168710,diacarnus bellae
diacarnus bismarckensis,168711,diacarnus bismarckensis
diacarnus erythraeanus,168712,diacarnus erythraeanus
diacarnus globosus,168713,diacarnus globosus
diacarnus laevis,233924,diacarnus laevis
diacarnus levii,168714,diacarnus levii
diacarnus megaspinorhabdosa,168715,diacarnus megaspinorhabdosa
diacarnus spinipoculum,168716,diacarnus spinipoculum
diacarnus tubifera,168717,diacarnus tubifera
dictyodendrilla caespitosa,164891,dictyodendrilla caespitosa
dictyodendrilla cavernosa,164892,dictyodendrilla cavernosa
dictyodendrilla dendyi,164893,dictyodendrilla dendyi
dictyodendrilla digitata,164894,dictyodendrilla digitata
dictyodendrilla massa,164895,dictyodendrilla massa
dictyodendrilla nux,164896,dictyodendrilla nux
dictyodendrilla pallasi,447724,dictyodendrilla pallasi
dictyodendrilla tenella,164897,dictyodendrilla tenella
dictyonella alonsoi,132549,dictyonella alonsoi
dictyonella arenosa,165671,dictyonella arenosa
dictyonella chlorophyllacea,558293,dictyonella chlorophyllacea
dictyonella conglomerata,165672,dictyonella conglomerata
dictyonella foliaformis,165674,dictyonella foliaformis
dictyonella funicularis,165675,dictyonella funicularis
dictyonella hirta,165676,dictyonella hirta
dictyonella incisa,132550,dictyonella incisa
dictyonella madeirensis,132551,dictyonella madeirensis
dictyonella obtusa,132553,dictyonella obtusa
dictyonella pelligera,132554,dictyonella pelligera
didiscus aceratus,165973,didiscus aceratus
didiscus anisodiscus,165974,didiscus anisodiscus
didiscus gladius,843530,didiscus gladius
didiscus oxeatus,1033361,didiscus oxeatus
didiscus placospongioides,165976,didiscus placospongioides
didiscus pseudodidiscoides,132531,didiscus pseudodidiscoides
didiscus pseudoverdensis,1494397,didiscus pseudoverdensis
didiscus raraediscus,1494399,didiscus raraediscus
didiscus spinoxeatus,165977,didiscus spinoxeatus
didiscus stylifer,165978,didiscus stylifer
didiscus verdensis,165979,didiscus verdensis
diplastrella bistellata,134317,diplastrella bistellata
diplastrella boeroi,1372001,diplastrella boeroi
diplastrella cozumella,1444225,diplastrella cozumella
diplastrella gardineri,170699,diplastrella gardineri
diplastrella megastellata,170700,diplastrella megastellata
diplastrella ornata,134318,diplastrella ornata
diplastrella spiniglobata,170702,diplastrella spiniglobata
diplastrella spirastrelloides,934735,diplastrella spirastrelloides
diplastrella yongmeoriensis,955061,diplastrella yongmeoriensis
diplopodospongia macquariensis,578746,diplopodospongia macquariensis
diplopodospongia rara,578744,diplopodospongia rara
diplopodospongia teliformis,578745,diplopodospongia teliformis
discodermia adhaerens,820546,discodermia adhaerens
discodermia arbor,1430929,discodermia arbor
discodermia aspera,171212,discodermia aspera
discodermia calyx,190926,discodermia calyx
discodermia claviformis,171213,discodermia claviformis
discodermia discifera,380203,discodermia discifera
discodermia discifurca,171214,discodermia discifurca
discodermia dissoluta,171215,discodermia dissoluta
discodermia dubia,171216,discodermia dubia
discodermia emarginata,171217,discodermia emarginata
discodermia gorgonoides,171219,discodermia gorgonoides
discodermia inscripta,234852,discodermia inscripta
discodermia interspersa,344768,discodermia interspersa
discodermia irregularis,171220,discodermia irregularis
discodermia japonica,171221,discodermia japonica
discodermia jogashima,171222,discodermia jogashima
discodermia kellyae,1430930,discodermia kellyae
discodermia kiiensis,171223,discodermia kiiensis
discodermia koreana,1044830,discodermia koreana
discodermia laevidiscus,171224,discodermia laevidiscus
discodermia natalensis,171225,discodermia natalensis
discodermia ornata,171227,discodermia ornata
discodermia panoplia,171228,discodermia panoplia
discodermia papillata,171229,discodermia papillata
discodermia polydiscus,134349,discodermia polydiscus
discodermia polymorpha,558214,discodermia polymorpha
discodermia proliferans,171230,discodermia proliferans
discodermia ramifera,134350,discodermia ramifera
discodermia sinuosa,171232,discodermia sinuosa
discodermia stylifera,171233,discodermia stylifera
discodermia tuberosa,171234,discodermia tuberosa
discodermia vermicularis,171235,discodermia vermicularis
discodermia verrucosa,171236,discodermia verrucosa
discorhabdella hindei,133448,discorhabdella hindei
discorhabdella incrustans,169008,discorhabdella incrustans
discorhabdella littoralis,169009,discorhabdella littoralis
discorhabdella pseudaster,1297834,discorhabdella pseudaster
discorhabdella ruetzleri,1297997,discorhabdella ruetzleri
discorhabdella tuberosocapitata,169010,discorhabdella tuberosocapitata
discorhabdella urizae,169011,discorhabdella urizae
disyringa dissimilis,169799,disyringa dissimilis
disyringa nodosa,169800,disyringa nodosa
dolichacantha macrodon,167390,dolichacantha macrodon
dolichacantha shikotani,167391,dolichacantha shikotani
dotona davidi,170403,dotona davidi
dotona pulchella,134150,dotona pulchella
dragmacidon agariciforme,165538,dragmacidon agariciforme
dragmacidon alvarezae,877366,dragmacidon alvarezae
dragmacidon australe,165539,dragmacidon australe
dragmacidon clathriforme,165540,dragmacidon clathriforme
dragmacidon coccineum,165541,dragmacidon coccineum
dragmacidon condylia,478980,dragmacidon condylia
dragmacidon debitusae,165542,dragmacidon debitusae
dragmacidon decipiens,165543,dragmacidon decipiens
dragmacidon durissimum,165544,dragmacidon durissimum
dragmacidon egregium,165548,dragmacidon egregium
dragmacidon fibrosum,165549,dragmacidon fibrosum
dragmacidon grayi,165550,dragmacidon grayi
dragmacidon hendersoni,1524207,dragmacidon hendersoni
dragmacidon incrustans,165551,dragmacidon incrustans
dragmacidon kishinense,742653,dragmacidon kishinense
dragmacidon lunaecharta,165552,dragmacidon lunaecharta
dragmacidon mexicanum,165553,dragmacidon mexicanum
dragmacidon mutans,165554,dragmacidon mutans
dragmacidon ophisclera,165555,dragmacidon ophisclera
dragmacidon oxeon,165556,dragmacidon oxeon
dragmacidon raeae,1524206,dragmacidon raeae
dragmacidon reticulatum,165558,dragmacidon reticulatum
dragmacidon sanguineum,165560,dragmacidon sanguineum
dragmacidon tuberosum,165561,dragmacidon tuberosum
dragmacidon tumidum,165562,dragmacidon tumidum
dragmatella aberrans,133225,dragmatella aberrans
dragmaxia anomala,165564,dragmaxia anomala
dragmaxia undata,165565,dragmaxia undata
dragmaxia variabilis,165566,dragmaxia variabilis
dysidea aedificanda,164918,dysidea aedificanda
dysidea amblia,164920,dysidea amblia
dysidea anceps,164921,dysidea anceps
dysidea arenaria,164922,dysidea arenaria
dysidea avara,132321,dysidea avara
dysidea cachui,873487,dysidea cachui
dysidea cacos,164923,dysidea cacos
dysidea cana,164924,dysidea cana
dysidea chalinoides,164925,dysidea chalinoides
dysidea chilensis,164926,dysidea chilensis
dysidea cinerea,164928,dysidea cinerea
dysidea clathrata,741412,dysidea clathrata
dysidea conica,164929,dysidea conica
dysidea corallina,1442125,dysidea corallina
dysidea crassa,164930,dysidea crassa
dysidea cristagalli,164931,dysidea cristagalli
dysidea dakini,164932,dysidea dakini
dysidea dendyi,164933,dysidea dendyi
dysidea digitata,765600,dysidea digitata
dysidea distans,164935,dysidea distans
dysidea dokdoensis,1442286,dysidea dokdoensis
dysidea enormis,164940,dysidea enormis
dysidea etheria,164941,dysidea etheria
dysidea fasciculata,164942,dysidea fasciculata
dysidea flabellum,164943,dysidea flabellum
dysidea fragilis,132324,dysidea fragilis
dysidea frondosa,164944,dysidea frondosa
dysidea geomunensis,1442124,dysidea geomunensis
dysidea glavea,1442122,dysidea glavea
dysidea gracilis,164945,dysidea gracilis
dysidea granulosa,164946,dysidea granulosa
dysidea gumminea,190970,dysidea gumminea
dysidea hirciniformis,164947,dysidea hirciniformis
dysidea hirsuta,1442299,dysidea hirsuta
dysidea horrens,164948,dysidea horrens
dysidea hydra,1442291,dysidea hydra
dysidea implexa,164949,dysidea implexa
dysidea incrustans,132325,dysidea incrustans
dysidea incrustata,164950,dysidea incrustata
dysidea janiae,164951,dysidea janiae
dysidea kenkriegeri,862817,dysidea kenkriegeri
dysidea laxa,164952,dysidea laxa
dysidea lehnerti,1424371,dysidea lehnerti
dysidea ligneana,164953,dysidea ligneana
dysidea marshalli,164954,dysidea marshalli
dysidea minna,164955,dysidea minna
dysidea mureungensis,1442120,dysidea mureungensis
dysidea navicularis,164956,dysidea navicularis
dysidea nigrescens,164957,dysidea nigrescens
dysidea nivea,1442277,dysidea nivea
dysidea oculata,164958,dysidea oculata
dysidea pallescens,132326,dysidea pallescens
dysidea perfistulata,132327,dysidea perfistulata
dysidea ramoglomerata,164959,dysidea ramoglomerata
dysidea ramosa,164962,dysidea ramosa
dysidea ramsayi,850761,dysidea ramsayi
dysidea reformensis,873486,dysidea reformensis
dysidea robusta,164964,dysidea robusta
dysidea sabulum,1442295,dysidea sabulum
dysidea sagum,164965,dysidea sagum
dysidea septosa,164966,dysidea septosa
dysidea spiculifera,164967,dysidea spiculifera
dysidea spiculivora,164968,dysidea spiculivora
dysidea spinosa,164969,dysidea spinosa
dysidea teawanui,1437306,dysidea teawanui
dysidea tenuifibra,164972,dysidea tenuifibra
dysidea tuapokere,1437305,dysidea tuapokere
dysidea tupha,184496,dysidea tupha
dysidea uriae,873488,dysidea uriae
dysidea variabilis,164974,dysidea variabilis
dysidea villosa,164975,dysidea villosa
dysidea violata,1245847,dysidea violata
echinoclathria arborea,167907,echinoclathria arborea
echinoclathria arcifera,167908,echinoclathria arcifera
echinoclathria atlantica,167909,echinoclathria atlantica
echinoclathria axinelloides,167910,echinoclathria axinelloides
echinoclathria bergquistae,167911,echinoclathria bergquistae
echinoclathria beringensis,167912,echinoclathria beringensis
echinoclathria chalinoides,167913,echinoclathria chalinoides
echinoclathria confragosa,167914,echinoclathria confragosa
echinoclathria contexta,167915,echinoclathria contexta
echinoclathria dichotoma,167916,echinoclathria dichotoma
echinoclathria digitata,167917,echinoclathria digitata
echinoclathria digitiformis,167918,echinoclathria digitiformis
echinoclathria egena,167919,echinoclathria egena
echinoclathria gibbosa,233995,echinoclathria gibbosa
echinoclathria inornata,167921,echinoclathria inornata
echinoclathria leporina,167922,echinoclathria leporina
echinoclathria levii,345252,echinoclathria levii
echinoclathria minor,167923,echinoclathria minor
echinoclathria nodosa,167924,echinoclathria nodosa
echinoclathria notialis,345253,echinoclathria notialis
echinoclathria noto,167925,echinoclathria noto
echinoclathria oxeata,167926,echinoclathria oxeata
echinoclathria parkeri,345254,echinoclathria parkeri
echinoclathria retepora,881538,echinoclathria retepora
echinoclathria reticulata,167928,echinoclathria reticulata
echinoclathria riddlei,345255,echinoclathria riddlei
echinoclathria rimosa,167929,echinoclathria rimosa
echinoclathria robusta,167930,echinoclathria robusta
echinoclathria seguama,1458432,echinoclathria seguama
echinoclathria subhispida,167931,echinoclathria subhispida
echinoclathria translata,167932,echinoclathria translata
echinoclathria vasa,233106,echinoclathria vasa
echinoclathria waldoschmitti,167933,echinoclathria waldoschmitti
echinodictyum antrodes,167961,echinodictyum antrodes
echinodictyum arenosum,167962,echinodictyum arenosum
echinodictyum asperum,167963,echinodictyum asperum
echinodictyum austrinum,167964,echinodictyum austrinum
echinodictyum axinelloides,167965,echinodictyum axinelloides
echinodictyum carlinoides,167967,echinodictyum carlinoides
echinodictyum cavernosum,167968,echinodictyum cavernosum
echinodictyum clathratum,167969,echinodictyum clathratum
echinodictyum clathrioides,167970,echinodictyum clathrioides
echinodictyum conulosum,167971,echinodictyum conulosum
echinodictyum costiferum,167972,echinodictyum costiferum
echinodictyum dendroides,167973,echinodictyum dendroides
echinodictyum flabellatum,237992,echinodictyum flabellatum
echinodictyum flabelliforme,167975,echinodictyum flabelliforme
echinodictyum fruticosum,167976,echinodictyum fruticosum
echinodictyum jousseaumi,167978,echinodictyum jousseaumi
echinodictyum lacunosum,167979,echinodictyum lacunosum
echinodictyum longistylum,167980,echinodictyum longistylum
echinodictyum luteum,468856,echinodictyum luteum
echinodictyum macroxiphera,167982,echinodictyum macroxiphera
echinodictyum marleyi,167983,echinodictyum marleyi
echinodictyum mesenterinum,167984,echinodictyum mesenterinum
echinodictyum nervosum,167985,echinodictyum nervosum
echinodictyum nidulus,167986,echinodictyum nidulus
echinodictyum pennatum,178885,echinodictyum pennatum
echinodictyum pulchrum,191013,echinodictyum pulchrum
echinodictyum pykii,468128,echinodictyum pykii
echinodictyum rugosum,167987,echinodictyum rugosum
echinostylinos brasiliensis,890168,echinostylinos brasiliensis
echinostylinos gorgonopsis,169524,echinostylinos gorgonopsis
echinostylinos hirsutus,169525,echinostylinos hirsutus
echinostylinos mycaloides,169526,echinostylinos mycaloides
echinostylinos patriciae,1250498,echinostylinos patriciae
echinostylinos reticulatus,133335,echinostylinos reticulatus
echinostylinos schmidtii,169527,echinostylinos schmidtii
echinostylinos shimushirensis,169528,echinostylinos shimushirensis
echinostylinos stylophora,169529,echinostylinos stylophora
echinostylinos tubiformis,169530,echinostylinos tubiformis
ecionemia acervus,169801,ecionemia acervus
ecionemia alata,701569,ecionemia alata
ecionemia arabica,169802,ecionemia arabica
ecionemia australiensis,169803,ecionemia australiensis
ecionemia baculifera,169804,ecionemia baculifera
ecionemia cinerea,191032,ecionemia cinerea
ecionemia demera,169806,ecionemia demera
ecionemia densa,169807,ecionemia densa
ecionemia nigra,169812,ecionemia nigra
ecionemia novaezealandiae,701574,ecionemia novaezealandiae
ecionemia obtusum,191029,ecionemia obtusum
ecionemia spinastra,169815,ecionemia spinastra
ecionemia thielei,557273,ecionemia thielei
ecionemia walkeri,225827,ecionemia walkeri
ectyonopsis flabellata,169395,ectyonopsis flabellata
ectyonopsis hartmani,169396,ectyonopsis hartmani
ectyonopsis panis,169397,ectyonopsis panis
ectyonopsis pluridentata,169398,ectyonopsis pluridentata
ectyonopsis ramosa,196657,ectyonopsis ramosa
ectyonopsis ruthae,169399,ectyonopsis ruthae
ectyonopsis sigmata,816437,ectyonopsis sigmata
ectyoplasia ferox,168021,ectyoplasia ferox
ectyoplasia frondosa,168022,ectyoplasia frondosa
ectyoplasia tabula,168023,ectyoplasia tabula
ectyoplasia vannus,168024,ectyoplasia vannus
endectyon gorgonioides,168027,endectyon gorgonioides
epipolasis maraensis,368030,epipolasis maraensis
epipolasis profunda,165783,epipolasis profunda
epipolasis spissa,265045,epipolasis spissa
epipolasis suluensis,165784,epipolasis suluensis
epipolasis tubulata,934740,epipolasis tubulata
ernstilla lacunosa,1337082,ernstilla lacunosa
erylus aleuticus,233957,erylus aleuticus
