iucn_sid,name,rank
22694837,Aves,class
22694837,Charadriiformes,order
22694837,Alcidae,family
22694837,Alle,genus
22694837,Alle alle,species
22694841,Metazoa,kingdom
22694841,Chordata,phylum
22694841,Aves,class
22694841,Charadriiformes,order
22694841,Alcidae,family
22694841,Uria,genus
22694841,Uria aalge,species
22694847,Metazoa,kingdom
22694847,Chordata,phylum
22694847,Aves,class
22694847,Charadriiformes,order
22694847,Alcidae,family
22694847,Uria,genus
22694847,Uria lomvia,species
22694852,Metazoa,kingdom
22694852,Chordata,phylum
22694852,Aves,class
22694852,Charadriiformes,order
22694852,Alcidae,family
22694852,Alca,genus
22694852,Alca torda,species
22694861,Metazoa,kingdom
22694861,Chordata,phylum
22694861,Aves,class
22694861,Charadriiformes,order
22694861,Alcidae,family
22694861,Cepphus,genus
22694861,Cepphus grylle,species
22694864,Metazoa,kingdom
22694864,Chordata,phylum
22694864,Aves,class
22694864,Charadriiformes,order
22694864,Alcidae,family
22694864,Cepphus,genus
22694864,Cepphus columba,species
22694867,Metazoa,kingdom
22694867,Chordata,phylum
22694867,Aves,class
22694867,Charadriiformes,order
22694867,Alcidae,family
22694867,Cepphus,genus
22694867,Cepphus carbo,species
22694870,Metazoa,kingdom
22694870,Chordata,phylum
22694870,Aves,class
22694870,Charadriiformes,order
22694870,Alcidae,family
22694870,Brachyramphus,genus
22694870,Brachyramphus marmoratus,species
22694875,Metazoa,kingdom
22694875,Chordata,phylum
22694875,Aves,class
22694875,Charadriiformes,order
22694875,Alcidae,family
22694875,Brachyramphus,genus
22694875,Brachyramphus brevirostris,species
22694887,Metazoa,kingdom
22694887,Chordata,phylum
22694887,Aves,class
22694887,Charadriiformes,order
22694887,Alcidae,family
22694887,Synthliboramphus,genus
22694887,Synthliboramphus craveri,species
22694896,Metazoa,kingdom
22694896,Chordata,phylum
22694896,Aves,class
22694896,Charadriiformes,order
22694896,Alcidae,family
22694896,Synthliboramphus,genus
22694896,Synthliboramphus antiquus,species
22694899,Metazoa,kingdom
22694899,Chordata,phylum
22694899,Aves,class
22694899,Charadriiformes,order
22694899,Alcidae,family
22694899,Synthliboramphus,genus
22694899,Synthliboramphus wumizusume,species
22694903,Metazoa,kingdom
22694903,Chordata,phylum
22694903,Aves,class
22694903,Charadriiformes,order
22694903,Alcidae,family
22694903,Ptychoramphus,genus
22694903,Ptychoramphus aleuticus,species
22694906,Metazoa,kingdom
22694906,Chordata,phylum
22694906,Aves,class
22694906,Charadriiformes,order
22694906,Alcidae,family
22694906,Cyclorrhynchus,genus
22694906,Cyclorrhynchus psittacula,species
22694915,Metazoa,kingdom
22694915,Chordata,phylum
22694915,Aves,class
22694915,Charadriiformes,order
22694915,Alcidae,family
22694915,Aethia,genus
22694915,Aethia cristatella,species
22694918,Metazoa,kingdom
22694918,Chordata,phylum
22694918,Aves,class
22694918,Charadriiformes,order
22694918,Alcidae,family
22694918,Aethia,genus
22694918,Aethia pygmaea,species
22694921,Metazoa,kingdom
22694921,Chordata,phylum
22694921,Aves,class
22694921,Charadriiformes,order
22694921,Alcidae,family
22694921,Aethia,genus
22694921,Aethia pusilla,species
22694924,Metazoa,kingdom
22694924,Chordata,phylum
22694924,Aves,class
22694924,Charadriiformes,order
22694924,Alcidae,family
22694924,Cerorhinca,genus
22694924,Cerorhinca monocerata,species
22694927,Metazoa,kingdom
22694927,Chordata,phylum
22694927,Aves,class
22694927,Charadriiformes,order
22694927,Alcidae,family
22694927,Fratercula,genus
22694927,Fratercula arctica,species
22694931,Metazoa,kingdom
22694931,Chordata,phylum
22694931,Aves,class
22694931,Charadriiformes,order
22694931,Alcidae,family
22694931,Fratercula,genus
22694931,Fratercula corniculata,species
22694934,Metazoa,kingdom
22694934,Chordata,phylum
22694934,Aves,class
22694934,Charadriiformes,order
22694934,Alcidae,family
22694934,Fratercula,genus
22694934,Fratercula cirrhata,species
22696599,Metazoa,kingdom
22696599,Chordata,phylum
22696599,Aves,class
22696599,Podicipediformes,order
22696599,Podicipedidae,family
22696599,Podiceps,genus
22696599,Podiceps grisegena,species
22696602,Metazoa,kingdom
22696602,Chordata,phylum
22696602,Aves,class
22696602,Podicipediformes,order
22696602,Podicipedidae,family
22696602,Podiceps,genus
22696602,Podiceps cristatus,species
22696606,Metazoa,kingdom
22696606,Chordata,phylum
22696606,Aves,class
22696606,Podicipediformes,order
22696606,Podicipedidae,family
22696606,Podiceps,genus
22696606,Podiceps auritus,species
22696610,Metazoa,kingdom
22696610,Chordata,phylum
22696610,Aves,class
22696610,Podicipediformes,order
22696610,Podicipedidae,family
22696610,Podiceps,genus
22696610,Podiceps nigricollis,species
22696637,Metazoa,kingdom
22696637,Chordata,phylum
22696637,Aves,class
22696637,Pelecaniformes,order
22696637,Phaethontidae,family
22696637,Phaethon,genus
22696637,Phaethon aethereus,species
22696641,Metazoa,kingdom
22696641,Chordata,phylum
22696641,Aves,class
22696641,Pelecaniformes,order
22696641,Phaethontidae,family
22696641,Phaethon,genus
22696641,Phaethon rubricauda,species
22696645,Metazoa,kingdom
22696645,Chordata,phylum
22696645,Aves,class
22696645,Pelecaniformes,order
22696645,Phaethontidae,family
22696645,Phaethon,genus
22696645,Phaethon lepturus,species
22696649,Metazoa,kingdom
22696649,Chordata,phylum
22696649,Aves,class
22696649,Pelecaniformes,order
22696649,Sulidae,family
22696649,Papasula,genus
22696649,Papasula abbotti,species
22696657,Metazoa,kingdom
22696657,Chordata,phylum
22696657,Aves,class
22696657,Pelecaniformes,order
22696657,Sulidae,family
22696657,Morus,genus
22696657,Morus bassanus,species
22696668,Metazoa,kingdom
22696668,Chordata,phylum
22696668,Aves,class
22696668,Pelecaniformes,order
22696668,Sulidae,family
22696668,Morus,genus
22696668,Morus capensis,species
22696675,Metazoa,kingdom
22696675,Chordata,phylum
22696675,Aves,class
22696675,Pelecaniformes,order
22696675,Sulidae,family
22696675,Morus,genus
22696675,Morus serrator,species
22696683,Metazoa,kingdom
22696683,Chordata,phylum
22696683,Aves,class
22696683,Pelecaniformes,order
22696683,Sulidae,family
22696683,Sula,genus
22696683,Sula nebouxii,species
22696686,Metazoa,kingdom
22696686,Chordata,phylum
22696686,Aves,class
22696686,Pelecaniformes,order
22696686,Sulidae,family
22696686,Sula,genus
22696686,Sula variegata,species
22696694,Metazoa,kingdom
22696694,Chordata,phylum
22696694,Aves,class
22696694,Pelecaniformes,order
22696694,Sulidae,family
22696694,Sula,genus
22696694,Sula sula,species
22696698,Metazoa,kingdom
22696698,Chordata,phylum
22696698,Aves,class
22696698,Pelecaniformes,order
22696698,Sulidae,family
22696698,Sula,genus
22696698,Sula leucogaster,species
22696743,Metazoa,kingdom
22696743,Chordata,phylum
22696743,Aves,class
22696743,Pelecaniformes,order
22696743,Phalacrocoracidae,family
22696743,Microcarbo,genus
22696743,Microcarbo melanoleucos,species
22696753,Metazoa,kingdom
22696753,Chordata,phylum
22696753,Aves,class
22696753,Pelecaniformes,order
22696753,Phalacrocoracidae,family
22696753,Urile,genus
22696753,Urile penicillatus,species
22696756,Metazoa,kingdom
22696756,Chordata,phylum
22696756,Aves,class
22696756,Pelecaniformes,order
22696756,Phalacrocoracidae,family
22696756,Nannopterum,genus
22696756,Nannopterum harrisi,species
22696766,Metazoa,kingdom
22696766,Chordata,phylum
22696766,Aves,class
22696766,Pelecaniformes,order
22696766,Phalacrocoracidae,family
22696766,Phalacrocorax,genus
22696766,Phalacrocorax neglectus,species
22696770,Metazoa,kingdom
22696770,Chordata,phylum
22696770,Aves,class
22696770,Pelecaniformes,order
22696770,Phalacrocoracidae,family
22696770,Phalacrocorax,genus
22696770,Phalacrocorax fuscescens,species
22696773,Metazoa,kingdom
22696773,Chordata,phylum
22696773,Aves,class
22696773,Pelecaniformes,order
22696773,Phalacrocoracidae,family
22696773,Nannopterum,genus
22696773,Nannopterum brasilianus,species
22696776,Metazoa,kingdom
22696776,Chordata,phylum
22696776,Aves,class
22696776,Pelecaniformes,order
22696776,Phalacrocoracidae,family
22696776,Nannopterum,genus
22696776,Nannopterum auritus,species
22696779,Metazoa,kingdom
22696779,Chordata,phylum
22696779,Aves,class
22696779,Pelecaniformes,order
22696779,Phalacrocoracidae,family
22696779,Phalacrocorax,genus
22696779,Phalacrocorax fuscicollis,species
22696782,Metazoa,kingdom
22696782,Chordata,phylum
22696782,Aves,class
22696782,Pelecaniformes,order
22696782,Phalacrocoracidae,family
22696782,Phalacrocorax,genus
22696782,Phalacrocorax varius,species
22696792,Metazoa,kingdom
22696792,Chordata,phylum
22696792,Aves,class
22696792,Pelecaniformes,order
22696792,Phalacrocoracidae,family
22696792,Phalacrocorax,genus
22696792,Phalacrocorax carbo,species
22696799,Metazoa,kingdom
22696799,Chordata,phylum
22696799,Aves,class
22696799,Pelecaniformes,order
22696799,Phalacrocoracidae,family
22696799,Phalacrocorax,genus
22696799,Phalacrocorax capillatus,species
22696802,Metazoa,kingdom
22696802,Chordata,phylum
22696802,Aves,class
22696802,Pelecaniformes,order
22696802,Phalacrocoracidae,family
22696802,Phalacrocorax,genus
22696802,Phalacrocorax nigrogularis,species
22696806,Metazoa,kingdom
22696806,Chordata,phylum
22696806,Aves,class
22696806,Pelecaniformes,order
22696806,Phalacrocoracidae,family
22696806,Phalacrocorax,genus
22696806,Phalacrocorax capensis,species
22696813,Metazoa,kingdom
22696813,Chordata,phylum
22696813,Aves,class
22696813,Pelecaniformes,order
22696813,Phalacrocoracidae,family
22696813,Leucocarbo,genus
22696813,Leucocarbo verrucosus,species
22696840,Metazoa,kingdom
22696840,Chordata,phylum
22696840,Aves,class
22696840,Pelecaniformes,order
22696840,Phalacrocoracidae,family
22696840,Leucocarbo,genus
22696840,Leucocarbo campbelli,species
22696846,Metazoa,kingdom
22696846,Chordata,phylum
22696846,Aves,class
22696846,Pelecaniformes,order
22696846,Phalacrocoracidae,family
22696846,Leucocarbo,genus
22696846,Leucocarbo carunculatus,species
22696853,Metazoa,kingdom
22696853,Chordata,phylum
22696853,Aves,class
22696853,Pelecaniformes,order
22696853,Phalacrocoracidae,family
22696853,Leucocarbo,genus
22696853,Leucocarbo chalconotus,species
22696861,Metazoa,kingdom
22696861,Chordata,phylum
22696861,Aves,class
22696861,Pelecaniformes,order
22696861,Phalacrocoracidae,family
22696861,Leucocarbo,genus
22696861,Leucocarbo onslowi,species
22696869,Metazoa,kingdom
22696869,Chordata,phylum
22696869,Aves,class
22696869,Pelecaniformes,order
22696869,Phalacrocoracidae,family
22696869,Leucocarbo,genus
22696869,Leucocarbo colensoi,species
22696876,Metazoa,kingdom
22696876,Chordata,phylum
22696876,Aves,class
22696876,Pelecaniformes,order
22696876,Phalacrocoracidae,family
22696876,Leucocarbo,genus
22696876,Leucocarbo ranfurlyi,species
22696883,Metazoa,kingdom
22696883,Chordata,phylum
22696883,Aves,class
22696883,Pelecaniformes,order
22696883,Phalacrocoracidae,family
22696883,Leucocarbo,genus
22696883,Leucocarbo magellanicus,species
22696887,Metazoa,kingdom
22696887,Chordata,phylum
22696887,Aves,class
22696887,Pelecaniformes,order
22696887,Phalacrocoracidae,family
22696887,Urile,genus
22696887,Urile urile,species
22696894,Metazoa,kingdom
22696894,Chordata,phylum
22696894,Aves,class
22696894,Pelecaniformes,order
22696894,Phalacrocoracidae,family
22696894,Gulosus,genus
22696894,Gulosus aristotelis,species
22696898,Metazoa,kingdom
22696898,Chordata,phylum
22696898,Aves,class
22696898,Pelecaniformes,order
22696898,Phalacrocoracidae,family
22696898,Poikilocarbo,genus
22696898,Poikilocarbo gaimardi,species
22696901,Metazoa,kingdom
22696901,Chordata,phylum
22696901,Aves,class
22696901,Pelecaniformes,order
22696901,Phalacrocoracidae,family
22696901,Phalacrocorax,genus
22696901,Phalacrocorax punctatus,species
22696907,Metazoa,kingdom
22696907,Chordata,phylum
22696907,Aves,class
22696907,Pelecaniformes,order
22696907,Phalacrocoracidae,family
22696907,Phalacrocorax,genus
22696907,Phalacrocorax featherstoni,species
22697590,Metazoa,kingdom
22697590,Chordata,phylum
22697590,Aves,class
22697590,Pelecaniformes,order
22697590,Pelecanidae,family
22697590,Pelecanus,genus
22697590,Pelecanus onocrotalus,species
22697619,Metazoa,kingdom
22697619,Chordata,phylum
22697619,Aves,class
22697619,Pelecaniformes,order
22697619,Pelecanidae,family
22697619,Pelecanus,genus
22697619,Pelecanus thagus,species
22697724,Metazoa,kingdom
22697724,Chordata,phylum
22697724,Aves,class
22697724,Pelecaniformes,order
22697724,Fregatidae,family
22697724,Fregata,genus
22697724,Fregata magnificens,species
22697728,Metazoa,kingdom
22697728,Chordata,phylum
22697728,Aves,class
22697728,Pelecaniformes,order
22697728,Fregatidae,family
22697728,Fregata,genus
22697728,Fregata aquila,species
22697733,Metazoa,kingdom
22697733,Chordata,phylum
22697733,Aves,class
22697733,Pelecaniformes,order
22697733,Fregatidae,family
22697733,Fregata,genus
22697733,Fregata minor,species
22697738,Metazoa,kingdom
22697738,Chordata,phylum
22697738,Aves,class
22697738,Pelecaniformes,order
22697738,Fregatidae,family
22697738,Fregata,genus
22697738,Fregata ariel,species
22697742,Metazoa,kingdom
22697742,Chordata,phylum
22697742,Aves,class
22697742,Pelecaniformes,order
22697742,Fregatidae,family
22697742,Fregata,genus
22697742,Fregata andrewsi,species
22697748,Metazoa,kingdom
22697748,Chordata,phylum
22697748,Aves,class
22697748,Sphenisciformes,order
22697748,Spheniscidae,family
22697748,Aptenodytes,genus
22697748,Aptenodytes patagonicus,species
22697752,Metazoa,kingdom
22697752,Chordata,phylum
22697752,Aves,class
22697752,Sphenisciformes,order
22697752,Spheniscidae,family
22697752,Aptenodytes,genus
22697752,Aptenodytes forsteri,species
22697755,Metazoa,kingdom
22697755,Chordata,phylum
22697755,Aves,class
22697755,Sphenisciformes,order
22697755,Spheniscidae,family
22697755,Pygoscelis,genus
22697755,Pygoscelis papua,species
22697758,Metazoa,kingdom
22697758,Chordata,phylum
22697758,Aves,class
22697758,Sphenisciformes,order
22697758,Spheniscidae,family
22697758,Pygoscelis,genus
22697758,Pygoscelis adeliae,species
22697761,Metazoa,kingdom
22697761,Chordata,phylum
22697761,Aves,class
22697761,Sphenisciformes,order
22697761,Spheniscidae,family
22697761,Pygoscelis,genus
22697761,Pygoscelis antarcticus,species
22697776,Metazoa,kingdom
22697776,Chordata,phylum
22697776,Aves,class
22697776,Sphenisciformes,order
22697776,Spheniscidae,family
22697776,Eudyptes,genus
22697776,Eudyptes pachyrhynchus,species
22697782,Metazoa,kingdom
22697782,Chordata,phylum
22697782,Aves,class
22697782,Sphenisciformes,order
22697782,Spheniscidae,family
22697782,Eudyptes,genus
22697782,Eudyptes robustus,species
22697789,Metazoa,kingdom
22697789,Chordata,phylum
22697789,Aves,class
22697789,Sphenisciformes,order
22697789,Spheniscidae,family
22697789,Eudyptes,genus
22697789,Eudyptes sclateri,species
22697793,Metazoa,kingdom
22697793,Chordata,phylum
22697793,Aves,class
22697793,Sphenisciformes,order
22697793,Spheniscidae,family
22697793,Eudyptes,genus
22697793,Eudyptes chrysolophus,species
22697797,Metazoa,kingdom
22697797,Chordata,phylum
22697797,Aves,class
22697797,Sphenisciformes,order
22697797,Spheniscidae,family
22697797,Eudyptes,genus
22697797,Eudyptes schlegeli,species
22697800,Metazoa,kingdom
22697800,Chordata,phylum
22697800,Aves,class
22697800,Sphenisciformes,order
22697800,Spheniscidae,family
22697800,Megadyptes,genus
22697800,Megadyptes antipodes,species
22697805,Metazoa,kingdom
22697805,Chordata,phylum
22697805,Aves,class
22697805,Sphenisciformes,order
22697805,Spheniscidae,family
22697805,Eudyptula,genus
22697805,Eudyptula minor,species
22697810,Metazoa,kingdom
22697810,Chordata,phylum
22697810,Aves,class
22697810,Sphenisciformes,order
22697810,Spheniscidae,family
22697810,Spheniscus,genus
22697810,Spheniscus demersus,species
22697817,Metazoa,kingdom
22697817,Chordata,phylum
22697817,Aves,class
22697817,Sphenisciformes,order
22697817,Spheniscidae,family
22697817,Spheniscus,genus
22697817,Spheniscus humboldti,species
22697822,Metazoa,kingdom
22697822,Chordata,phylum
22697822,Aves,class
22697822,Sphenisciformes,order
22697822,Spheniscidae,family
22697822,Spheniscus,genus
22697822,Spheniscus magellanicus,species
22697825,Metazoa,kingdom
22697825,Chordata,phylum
22697825,Aves,class
22697825,Sphenisciformes,order
22697825,Spheniscidae,family
22697825,Spheniscus,genus
22697825,Spheniscus mendiculus,species
22697829,Metazoa,kingdom
22697829,Chordata,phylum
22697829,Aves,class
22697829,Gaviiformes,order
22697829,Gaviidae,family
22697829,Gavia,genus
22697829,Gavia stellata,species
22697834,Metazoa,kingdom
22697834,Chordata,phylum
22697834,Aves,class
22697834,Gaviiformes,order
22697834,Gaviidae,family
22697834,Gavia,genus
22697834,Gavia arctica,species
22697839,Metazoa,kingdom
22697839,Chordata,phylum
22697839,Aves,class
22697839,Gaviiformes,order
22697839,Gaviidae,family
22697839,Gavia,genus
22697839,Gavia pacifica,species
22697842,Metazoa,kingdom
22697842,Chordata,phylum
22697842,Aves,class
22697842,Gaviiformes,order
22697842,Gaviidae,family
22697842,Gavia,genus
22697842,Gavia immer,species
22697847,Metazoa,kingdom
22697847,Chordata,phylum
22697847,Aves,class
22697847,Gaviiformes,order
22697847,Gaviidae,family
22697847,Gavia,genus
22697847,Gavia adamsii,species
22697852,Metazoa,kingdom
22697852,Chordata,phylum
22697852,Aves,class
22697852,Procellariiformes,order
22697852,Procellariidae,family
22697852,Macronectes,genus
22697852,Macronectes giganteus,species
22697859,Metazoa,kingdom
22697859,Chordata,phylum
22697859,Aves,class
22697859,Procellariiformes,order
22697859,Procellariidae,family
22697859,Macronectes,genus
22697859,Macronectes halli,species
22697866,Metazoa,kingdom
22697866,Chordata,phylum
22697866,Aves,class
22697866,Procellariiformes,order
22697866,Procellariidae,family
22697866,Fulmarus,genus
22697866,Fulmarus glacialis,species
22697870,Metazoa,kingdom
22697870,Chordata,phylum
22697870,Aves,class
22697870,Procellariiformes,order
22697870,Procellariidae,family
22697870,Fulmarus,genus
22697870,Fulmarus glacialoides,species
22697875,Metazoa,kingdom
22697875,Chordata,phylum
22697875,Aves,class
22697875,Procellariiformes,order
22697875,Procellariidae,family
22697875,Thalassoica,genus
22697875,Thalassoica antarctica,species
22697879,Metazoa,kingdom
22697879,Chordata,phylum
22697879,Aves,class
22697879,Procellariiformes,order
22697879,Procellariidae,family
22697879,Daption,genus
22697879,Daption capense,species
22697885,Metazoa,kingdom
22697885,Chordata,phylum
22697885,Aves,class
22697885,Procellariiformes,order
22697885,Procellariidae,family
22697885,Pagodroma,genus
22697885,Pagodroma nivea,species
22697888,Metazoa,kingdom
22697888,Chordata,phylum
22697888,Aves,class
22697888,Procellariiformes,order
22697888,Procellariidae,family
22697888,Aphrodroma,genus
22697888,Aphrodroma brevirostris,species
22697896,Metazoa,kingdom
22697896,Chordata,phylum
22697896,Aves,class
22697896,Procellariiformes,order
22697896,Procellariidae,family
22697896,Pseudobulweria,genus
22697896,Pseudobulweria aterrima,species
22697913,Metazoa,kingdom
22697913,Chordata,phylum
22697913,Aves,class
22697913,Procellariiformes,order
22697913,Procellariidae,family
22697913,Pseudobulweria,genus
22697913,Pseudobulweria becki,species
22697925,Metazoa,kingdom
22697925,Chordata,phylum
22697925,Aves,class
22697925,Procellariiformes,order
22697925,Procellariidae,family
22697925,Pseudobulweria,genus
22697925,Pseudobulweria rostrata,species
22697935,Metazoa,kingdom
22697935,Chordata,phylum
22697935,Aves,class
22697935,Procellariiformes,order
22697935,Procellariidae,family
22697935,Pseudobulweria,genus
22697935,Pseudobulweria macgillivrayi,species
22697949,Metazoa,kingdom
22697949,Chordata,phylum
22697949,Aves,class
22697949,Procellariiformes,order
22697949,Procellariidae,family
22697949,Pterodroma,genus
22697949,Pterodroma axillaris,species
22697954,Metazoa,kingdom
22697954,Chordata,phylum
22697954,Aves,class
22697954,Procellariiformes,order
22697954,Procellariidae,family
22697954,Pterodroma,genus
22697954,Pterodroma nigripennis,species
22697957,Metazoa,kingdom
22697957,Chordata,phylum
22697957,Aves,class
22697957,Procellariiformes,order
22697957,Procellariidae,family
22697957,Pterodroma,genus
22697957,Pterodroma cervicalis,species
22697963,Metazoa,kingdom
22697963,Chordata,phylum
22697963,Aves,class
22697963,Procellariiformes,order
22697963,Procellariidae,family
22697963,Pterodroma,genus
22697963,Pterodroma inexpectata,species
22697967,Metazoa,kingdom
22697967,Chordata,phylum
22697967,Aves,class
22697967,Procellariiformes,order
22697967,Procellariidae,family
22697967,Pterodroma,genus
22697967,Pterodroma hypoleuca,species
22697970,Metazoa,kingdom
22697970,Chordata,phylum
22697970,Aves,class
22697970,Procellariiformes,order
22697970,Procellariidae,family
22697970,Pterodroma,genus
22697970,Pterodroma leucoptera,species
22697975,Metazoa,kingdom
22697975,Chordata,phylum
22697975,Aves,class
22697975,Procellariiformes,order
22697975,Procellariidae,family
22697975,Pterodroma,genus
22697975,Pterodroma cookii,species
22697984,Metazoa,kingdom
22697984,Chordata,phylum
22697984,Aves,class
22697984,Procellariiformes,order
22697984,Procellariidae,family
22697984,Pterodroma,genus
22697984,Pterodroma pycrofti,species
22697987,Metazoa,kingdom
22697987,Chordata,phylum
22697987,Aves,class
22697987,Procellariiformes,order
22697987,Procellariidae,family
22697987,Pterodroma,genus
22697987,Pterodroma brevipes,species
22697990,Metazoa,kingdom
22697990,Chordata,phylum
22697990,Aves,class
22697990,Procellariiformes,order
22697990,Procellariidae,family
22697990,Pterodroma,genus
22697990,Pterodroma defilippiana,species
22697997,Metazoa,kingdom
22697997,Chordata,phylum
22697997,Aves,class
22697997,Procellariiformes,order
22697997,Procellariidae,family
22697997,Pterodroma,genus
22697997,Pterodroma longirostris,species
22698001,Metazoa,kingdom
22698001,Chordata,phylum
22698001,Aves,class
22698001,Procellariiformes,order
22698001,Procellariidae,family
22698001,Pterodroma,genus
22698001,Pterodroma alba,species
22698005,Metazoa,kingdom
22698005,Chordata,phylum
22698005,Aves,class
22698005,Procellariiformes,order
22698005,Procellariidae,family
22698005,Pterodroma,genus
22698005,Pterodroma arminjoniana,species
22698012,Metazoa,kingdom
22698012,Chordata,phylum
22698012,Aves,class
22698012,Procellariiformes,order
22698012,Procellariidae,family
22698012,Pterodroma,genus
22698012,Pterodroma heraldica,species
22698017,Metazoa,kingdom
22698017,Chordata,phylum
22698017,Aves,class
22698017,Procellariiformes,order
22698017,Procellariidae,family
22698017,Pterodroma,genus
22698017,Pterodroma sandwichensis,species
22698020,Metazoa,kingdom
22698020,Chordata,phylum
22698020,Aves,class
22698020,Procellariiformes,order
22698020,Procellariidae,family
22698020,Pterodroma,genus
22698020,Pterodroma phaeopygia,species
22698027,Metazoa,kingdom
22698027,Chordata,phylum
22698027,Aves,class
22698027,Procellariiformes,order
22698027,Procellariidae,family
22698027,Pterodroma,genus
22698027,Pterodroma neglecta,species
22698030,Metazoa,kingdom
22698030,Chordata,phylum
22698030,Aves,class
22698030,Procellariiformes,order
22698030,Procellariidae,family
22698030,Pterodroma,genus
22698030,Pterodroma externa,species
22698035,Metazoa,kingdom
22698035,Chordata,phylum
22698035,Aves,class
22698035,Procellariiformes,order
22698035,Procellariidae,family
22698035,Pterodroma,genus
22698035,Pterodroma baraui,species
22698039,Metazoa,kingdom
22698039,Chordata,phylum
22698039,Aves,class
22698039,Procellariiformes,order
22698039,Procellariidae,family
22698039,Pterodroma,genus
22698039,Pterodroma ultima,species
22698042,Metazoa,kingdom
22698042,Chordata,phylum
22698042,Aves,class
22698042,Procellariiformes,order
22698042,Procellariidae,family
22698042,Pterodroma,genus
22698042,Pterodroma solandri,species
22698049,Metazoa,kingdom
22698049,Chordata,phylum
22698049,Aves,class
22698049,Procellariiformes,order
22698049,Procellariidae,family
22698049,Pterodroma,genus
22698049,Pterodroma magentae,species
22698055,Metazoa,kingdom
22698055,Chordata,phylum
22698055,Aves,class
22698055,Procellariiformes,order
22698055,Procellariidae,family
22698055,Pterodroma,genus
22698055,Pterodroma lessonii,species
22698062,Metazoa,kingdom
22698062,Chordata,phylum
22698062,Aves,class
22698062,Procellariiformes,order
22698062,Procellariidae,family
22698062,Pterodroma,genus
22698062,Pterodroma madeira,species
22698080,Metazoa,kingdom
22698080,Chordata,phylum
22698080,Aves,class
22698080,Procellariiformes,order
22698080,Procellariidae,family
22698080,Pterodroma,genus
22698080,Pterodroma mollis,species
22698084,Metazoa,kingdom
22698084,Chordata,phylum
22698084,Aves,class
22698084,Procellariiformes,order
22698084,Procellariidae,family
22698084,Pterodroma,genus
22698084,Pterodroma incerta,species
22698088,Metazoa,kingdom
22698088,Chordata,phylum
22698088,Aves,class
22698088,Procellariiformes,order
22698088,Procellariidae,family
22698088,Pterodroma,genus
22698088,Pterodroma cahow,species
22698092,Metazoa,kingdom
22698092,Chordata,phylum
22698092,Aves,class
22698092,Procellariiformes,order
22698092,Procellariidae,family
22698092,Pterodroma,genus
22698092,Pterodroma hasitata,species
22698102,Metazoa,kingdom
22698102,Chordata,phylum
22698102,Aves,class
22698102,Procellariiformes,order
22698102,Procellariidae,family
22698102,Halobaena,genus
22698102,Halobaena caerulea,species
22698106,Metazoa,kingdom
22698106,Chordata,phylum
22698106,Aves,class
22698106,Procellariiformes,order
22698106,Procellariidae,family
22698106,Pachyptila,genus
22698106,Pachyptila vittata,species
22698114,Metazoa,kingdom
22698114,Chordata,phylum
22698114,Aves,class
22698114,Procellariiformes,order
22698114,Procellariidae,family
22698114,Pachyptila,genus
22698114,Pachyptila desolata,species
22698119,Metazoa,kingdom
22698119,Chordata,phylum
22698119,Aves,class
22698119,Procellariiformes,order
22698119,Procellariidae,family
22698119,Pachyptila,genus
22698119,Pachyptila belcheri,species
22698124,Metazoa,kingdom
22698124,Chordata,phylum
22698124,Aves,class
22698124,Procellariiformes,order
22698124,Procellariidae,family
22698124,Pachyptila,genus
22698124,Pachyptila turtur,species
22698128,Metazoa,kingdom
22698128,Chordata,phylum
22698128,Aves,class
22698128,Procellariiformes,order
22698128,Procellariidae,family
22698128,Pachyptila,genus
22698128,Pachyptila crassirostris,species
22698132,Metazoa,kingdom
22698132,Chordata,phylum
22698132,Aves,class
22698132,Procellariiformes,order
22698132,Procellariidae,family
22698132,Bulweria,genus
22698132,Bulweria bulwerii,species
22698140,Metazoa,kingdom
22698140,Chordata,phylum
22698140,Aves,class
22698140,Procellariiformes,order
22698140,Procellariidae,family
22698140,Procellaria,genus
22698140,Procellaria aequinoctialis,species
22698150,Metazoa,kingdom
22698150,Chordata,phylum
22698150,Aves,class
22698150,Procellariiformes,order
22698150,Procellariidae,family
22698150,Procellaria,genus
22698150,Procellaria parkinsoni,species
22698155,Metazoa,kingdom
22698155,Chordata,phylum
22698155,Aves,class
22698155,Procellariiformes,order
22698155,Procellariidae,family
22698155,Procellaria,genus
22698155,Procellaria westlandica,species
22698159,Metazoa,kingdom
22698159,Chordata,phylum
22698159,Aves,class
22698159,Procellariiformes,order
22698159,Procellariidae,family
22698159,Procellaria,genus
22698159,Procellaria cinerea,species
22698172,Metazoa,kingdom
22698172,Chordata,phylum
22698172,Aves,class
22698172,Procellariiformes,order
22698172,Procellariidae,family
22698172,Calonectris,genus
22698172,Calonectris leucomelas,species
22698175,Metazoa,kingdom
22698175,Chordata,phylum
22698175,Aves,class
22698175,Procellariiformes,order
22698175,Procellariidae,family
22698175,Ardenna,genus
22698175,Ardenna pacifica,species
22698182,Metazoa,kingdom
22698182,Chordata,phylum
22698182,Aves,class
22698182,Procellariiformes,order
22698182,Procellariidae,family
22698182,Ardenna,genus
22698182,Ardenna bulleri,species
22698188,Metazoa,kingdom
22698188,Chordata,phylum
22698188,Aves,class
22698188,Procellariiformes,order
22698188,Procellariidae,family
22698188,Ardenna,genus
22698188,Ardenna carneipes,species
