iucn_sid,name,rank
183676,Blenniiformes,order
183676,Chaenopsidae,family
183676,Emblemaria,genus
183676,Emblemaria nivipes,species
183679,Metazoa,kingdom
183679,Chordata,phylum
183679,Actinopteri,class
183679,Blenniiformes,order
183679,Tripterygiidae,family
183679,Enneanectes,genus
183679,Enneanectes carminalis,species
183699,Metazoa,kingdom
183699,Chordata,phylum
183699,Actinopteri,class
183699,Blenniiformes,order
183699,Chaenopsidae,family
183699,Emblemaria,genus
183699,Emblemaria hypacanthus,species
183701,Metazoa,kingdom
183701,Chordata,phylum
183701,Actinopteri,class
183701,Blenniiformes,order
183701,Labrisomidae,family
183701,Paraclinus,genus
183701,Paraclinus sini,species
183703,Metazoa,kingdom
183703,Chordata,phylum
183703,Actinopteri,class
183703,Labriformes,order
183703,Labridae,family
183703,Thalassoma,genus
183703,Thalassoma robertsoni,species
183709,Metazoa,kingdom
183709,Chordata,phylum
183709,Actinopteri,class
183709,Clupeiformes,order
183709,Clupeidae,family
183709,Ethmidium,genus
183709,Ethmidium maculatum,species
183725,Metazoa,kingdom
183725,Chordata,phylum
183725,Actinopteri,class
183725,Blenniiformes,order
183725,Blenniidae,family
183725,Scartichthys,genus
183725,Scartichthys variolatus,species
183727,Metazoa,kingdom
183727,Chordata,phylum
183727,Actinopteri,class
183727,Blenniiformes,order
183727,Labrisomidae,family
183727,Xenomedea,genus
183727,Xenomedea rhodopyga,species
183730,Metazoa,kingdom
183730,Chordata,phylum
183730,Actinopteri,class
183730,Blenniiformes,order
183730,Labrisomidae,family
183730,Starksia,genus
183730,Starksia spinipenis,species
183731,Metazoa,kingdom
183731,Chordata,phylum
183731,Actinopteri,class
183731,Labriformes,order
183731,Labridae,family
183731,Halichoeres,genus
183731,Halichoeres melanotis,species
183739,Metazoa,kingdom
183739,Chordata,phylum
183739,Actinopteri,class
183739,Labriformes,order
183739,Labridae,family
183739,Xyrichtys,genus
183739,Xyrichtys wellingtoni,species
183741,Metazoa,kingdom
183741,Chordata,phylum
183741,Actinopteri,class
183741,Blenniiformes,order
183741,Labrisomidae,family
183741,Dialommus,genus
183741,Dialommus macrocephalus,species
183743,Metazoa,kingdom
183743,Chordata,phylum
183743,Actinopteri,class
183743,Syngnathiformes,order
183743,Syngnathidae,family
183743,Syngnathus,genus
183743,Syngnathus auliscus,species
183754,Metazoa,kingdom
183754,Chordata,phylum
183754,Actinopteri,class
183754,Labriformes,order
183754,Labridae,family
183754,Xyrichtys,genus
183754,Xyrichtys mundiceps,species
183764,Metazoa,kingdom
183764,Chordata,phylum
183764,Actinopteri,class
183764,Blenniiformes,order
183764,Labrisomidae,family
183764,Exerpes,genus
183764,Exerpes asper,species
183766,Metazoa,kingdom
183766,Chordata,phylum
183766,Actinopteri,class
183766,Blenniiformes,order
183766,Blenniidae,family
183766,Hypsoblennius,genus
183766,Hypsoblennius sordidus,species
183771,Metazoa,kingdom
183771,Chordata,phylum
183771,Actinopteri,class
183771,Labriformes,order
183771,Labridae,family
183771,Halichoeres,genus
183771,Halichoeres adustus,species
183775,Metazoa,kingdom
183775,Chordata,phylum
183775,Actinopteri,class
183775,Clupeiformes,order
183775,Engraulidae,family
183775,Engraulis,genus
183775,Engraulis ringens,species
183781,Metazoa,kingdom
183781,Chordata,phylum
183781,Actinopteri,class
183781,Blenniiformes,order
183781,Blenniidae,family
183781,Hypsoblennius,genus
183781,Hypsoblennius gilberti,species
183788,Metazoa,kingdom
183788,Chordata,phylum
183788,Actinopteri,class
183788,Blenniiformes,order
183788,Labrisomidae,family
183788,Paraclinus,genus
183788,Paraclinus mexicanus,species
183811,Metazoa,kingdom
183811,Chordata,phylum
183811,Actinopteri,class
183811,Clupeiformes,order
183811,Engraulidae,family
183811,Anchoa,genus
183811,Anchoa mundeola,species
183813,Metazoa,kingdom
183813,Chordata,phylum
183813,Actinopteri,class
183813,Labriformes,order
183813,Labridae,family
183813,Nicholsina,genus
183813,Nicholsina denticulata,species
183817,Metazoa,kingdom
183817,Chordata,phylum
183817,Actinopteri,class
183817,Labriformes,order
183817,Labridae,family
183817,Halichoeres,genus
183817,Halichoeres semicinctus,species
183822,Metazoa,kingdom
183822,Chordata,phylum
183822,Actinopteri,class
183822,Labriformes,order
183822,Labridae,family
183822,Halichoeres,genus
183822,Halichoeres dispilus,species
183839,Metazoa,kingdom
183839,Chordata,phylum
183839,Actinopteri,class
183839,Labriformes,order
183839,Labridae,family
183839,Scarus,genus
183839,Scarus perrico,species
183840,Metazoa,kingdom
183840,Chordata,phylum
183840,Actinopteri,class
183840,Blenniiformes,order
183840,Labrisomidae,family
183840,Labrisomus,genus
183840,Labrisomus xanti,species
183841,Metazoa,kingdom
183841,Chordata,phylum
183841,Actinopteri,class
183841,Blenniiformes,order
183841,Chaenopsidae,family
183841,Acanthemblemaria,genus
183841,Acanthemblemaria hancocki,species
183851,Metazoa,kingdom
183851,Chordata,phylum
183851,Actinopteri,class
183851,Blenniiformes,order
183851,Chaenopsidae,family
183851,Coralliozetus,genus
183851,Coralliozetus rosenblatti,species
183853,Metazoa,kingdom
183853,Chordata,phylum
183853,Actinopteri,class
183853,Blenniiformes,order
183853,Labrisomidae,family
183853,Starksia,genus
183853,Starksia galapagensis,species
183854,Metazoa,kingdom
183854,Chordata,phylum
183854,Actinopteri,class
183854,Blenniiformes,order
183854,Labrisomidae,family
183854,Labrisomus,genus
183854,Labrisomus multiporosus,species
183856,Metazoa,kingdom
183856,Chordata,phylum
183856,Actinopteri,class
183856,Clupeiformes,order
183856,Engraulidae,family
183856,Engraulis,genus
183856,Engraulis mordax,species
183873,Metazoa,kingdom
183873,Chordata,phylum
183873,Actinopteri,class
183873,Blenniiformes,order
183873,Chaenopsidae,family
183873,Acanthemblemaria,genus
183873,Acanthemblemaria castroi,species
183875,Metazoa,kingdom
183875,Chordata,phylum
183875,Actinopteri,class
183875,Blenniiformes,order
183875,Blenniidae,family
183875,Hypsoblennius,genus
183875,Hypsoblennius jenkinsi,species
183878,Metazoa,kingdom
183878,Chordata,phylum
183878,Actinopteri,class
183878,Clupeiformes,order
183878,Engraulidae,family
183878,Cetengraulis,genus
183878,Cetengraulis mysticetus,species
183885,Metazoa,kingdom
183885,Chordata,phylum
183885,Actinopteri,class
183885,Clupeiformes,order
183885,Engraulidae,family
183885,Anchoa,genus
183885,Anchoa chamensis,species
183886,Metazoa,kingdom
183886,Chordata,phylum
183886,Actinopteri,class
183886,Blenniiformes,order
183886,Blenniidae,family
183886,Entomacrodus,genus
183886,Entomacrodus chiostictus,species
183909,Metazoa,kingdom
183909,Chordata,phylum
183909,Actinopteri,class
183909,Blenniiformes,order
183909,Blenniidae,family
183909,Scartichthys,genus
183909,Scartichthys crapulatus,species
183910,Metazoa,kingdom
183910,Chordata,phylum
183910,Actinopteri,class
183910,Clupeiformes,order
183910,Clupeidae,family
183910,Opisthonema,genus
183910,Opisthonema bulleri,species
183917,Metazoa,kingdom
183917,Chordata,phylum
183917,Actinopteri,class
183917,Clupeiformes,order
183917,Engraulidae,family
183917,Anchovia,genus
183917,Anchovia macrolepidota,species
183923,Metazoa,kingdom
183923,Chordata,phylum
183923,Actinopteri,class
183923,Labriformes,order
183923,Labridae,family
183923,Decodon,genus
183923,Decodon melasma,species
183931,Metazoa,kingdom
183931,Chordata,phylum
183931,Actinopteri,class
183931,Clupeiformes,order
183931,Clupeidae,family
183931,Harengula,genus
183931,Harengula thrissina,species
183934,Metazoa,kingdom
183934,Chordata,phylum
183934,Actinopteri,class
183934,Clupeiformes,order
183934,Engraulidae,family
183934,Anchoviella,genus
183934,Anchoviella balboae,species
183941,Metazoa,kingdom
183941,Chordata,phylum
183941,Actinopteri,class
183941,Blenniiformes,order
183941,Chaenopsidae,family
183941,Chaenopsis,genus
183941,Chaenopsis alepidota,species
183952,Metazoa,kingdom
183952,Chordata,phylum
183952,Actinopteri,class
183952,Blenniiformes,order
183952,Chaenopsidae,family
183952,Coralliozetus,genus
183952,Coralliozetus micropes,species
183980,Metazoa,kingdom
183980,Chordata,phylum
183980,Actinopteri,class
183980,Blenniiformes,order
183980,Blenniidae,family
183980,Plagiotremus,genus
183980,Plagiotremus azaleus,species
183985,Metazoa,kingdom
183985,Chordata,phylum
183985,Actinopteri,class
183985,Labriformes,order
183985,Labridae,family
183985,Thalassoma,genus
183985,Thalassoma grammaticum,species
184004,Metazoa,kingdom
184004,Chordata,phylum
184004,Actinopteri,class
184004,Blenniiformes,order
184004,Chaenopsidae,family
184004,Chaenopsis,genus
184004,Chaenopsis schmitti,species
184009,Metazoa,kingdom
184009,Chordata,phylum
184009,Actinopteri,class
184009,Blenniiformes,order
184009,Tripterygiidae,family
184009,Axoclinus,genus
184009,Axoclinus lucillae,species
184012,Metazoa,kingdom
184012,Chordata,phylum
184012,Actinopteri,class
184012,Blenniiformes,order
184012,Dactyloscopidae,family
184012,Gillellus,genus
184012,Gillellus semicinctus,species
184014,Metazoa,kingdom
184014,Chordata,phylum
184014,Actinopteri,class
184014,Blenniiformes,order
184014,Chaenopsidae,family
184014,Coralliozetus,genus
184014,Coralliozetus boehlkei,species
184022,Metazoa,kingdom
184022,Chordata,phylum
184022,Actinopteri,class
184022,Blenniiformes,order
184022,Blenniidae,family
184022,Hypsoblennius,genus
184022,Hypsoblennius caulopus,species
184035,Metazoa,kingdom
184035,Chordata,phylum
184035,Actinopteri,class
184035,Labriformes,order
184035,Labridae,family
184035,Halichoeres,genus
184035,Halichoeres nicholsi,species
184047,Metazoa,kingdom
184047,Chordata,phylum
184047,Actinopteri,class
184047,Elopiformes,order
184047,Elopidae,family
184047,Elops,genus
184047,Elops affinis,species
184985,Metazoa,kingdom
184985,Arthropoda,phylum
184985,Malacostraca,class
184985,Decapoda,order
184985,Enoplometopidae,family
184985,Enoplometopus,genus
184985,Enoplometopus daumi,species
184986,Metazoa,kingdom
184986,Arthropoda,phylum
184986,Malacostraca,class
184986,Decapoda,order
184986,Scyllaridae,family
184986,Galearctus,genus
184986,Galearctus rapanus,species
184992,Metazoa,kingdom
184992,Arthropoda,phylum
184992,Malacostraca,class
184992,Decapoda,order
184992,Thaumastochelidae,family
184992,Thaumastochelopsis,genus
184992,Thaumastochelopsis brucei,species
184996,Metazoa,kingdom
184996,Arthropoda,phylum
184996,Malacostraca,class
184996,Decapoda,order
184996,Crangonidae,family
184996,Stereomastis,genus
184996,Stereomastis panglao,species
184997,Metazoa,kingdom
184997,Arthropoda,phylum
184997,Malacostraca,class
184997,Decapoda,order
184997,Scyllaridae,family
184997,Eduarctus,genus
184997,Eduarctus modestus,species
184998,Metazoa,kingdom
184998,Arthropoda,phylum
184998,Malacostraca,class
184998,Decapoda,order
184998,Enoplometopidae,family
184998,Enoplometopus,genus
184998,Enoplometopus debelius,species
184999,Metazoa,kingdom
184999,Arthropoda,phylum
184999,Malacostraca,class
184999,Decapoda,order
184999,Scyllaridae,family
184999,Scyllarus,genus
184999,Scyllarus subarctus,species
185000,Metazoa,kingdom
185000,Arthropoda,phylum
185000,Malacostraca,class
185000,Decapoda,order
185000,Crangonidae,family
185000,Stereomastis,genus
185000,Stereomastis nana,species
185008,Metazoa,kingdom
185008,Arthropoda,phylum
185008,Malacostraca,class
185008,Decapoda,order
185008,Palinuridae,family
185008,Palinurus,genus
185008,Palinurus barbarae,species
185009,Metazoa,kingdom
185009,Arthropoda,phylum
185009,Malacostraca,class
185009,Decapoda,order
185009,Palinuridae,family
185009,Palinustus,genus
185009,Palinustus holthuisi,species
185010,Metazoa,kingdom
185010,Arthropoda,phylum
185010,Malacostraca,class
185010,Decapoda,order
185010,Scyllaridae,family
185010,Acantharctus,genus
185010,Acantharctus delfini,species
185011,Metazoa,kingdom
185011,Arthropoda,phylum
185011,Malacostraca,class
185011,Decapoda,order
185011,Enoplometopidae,family
185011,Enoplometopus,genus
185011,Enoplometopus chacei,species
185012,Metazoa,kingdom
185012,Arthropoda,phylum
185012,Malacostraca,class
185012,Decapoda,order
185012,Crangonidae,family
185012,Stereomastis,genus
185012,Stereomastis sculpta,species
185014,Metazoa,kingdom
185014,Arthropoda,phylum
185014,Malacostraca,class
185014,Decapoda,order
185014,Scyllaridae,family
185014,Thenus,genus
185014,Thenus indicus,species
185015,Metazoa,kingdom
185015,Arthropoda,phylum
185015,Malacostraca,class
185015,Decapoda,order
185015,Polychelidae,family
185015,Cardus,genus
185015,Cardus crucifer,species
185017,Metazoa,kingdom
185017,Arthropoda,phylum
185017,Malacostraca,class
185017,Decapoda,order
185017,Scyllaridae,family
185017,Petrarctus,genus
185017,Petrarctus demani,species
185019,Metazoa,kingdom
185019,Arthropoda,phylum
185019,Malacostraca,class
185019,Decapoda,order
185019,Polychelidae,family
185019,Polycheles,genus
185019,Polycheles enthrix,species
185021,Metazoa,kingdom
185021,Arthropoda,phylum
185021,Malacostraca,class
185021,Decapoda,order
185021,Scyllaridae,family
185021,Ibacus,genus
185021,Ibacus chacei,species
185023,Metazoa,kingdom
185023,Arthropoda,phylum
185023,Malacostraca,class
185023,Decapoda,order
185023,Crangonidae,family
185023,Stereomastis,genus
185023,Stereomastis surda,species
185025,Metazoa,kingdom
185025,Arthropoda,phylum
185025,Malacostraca,class
185025,Decapoda,order
185025,Palinuridae,family
185025,Nupalirus,genus
185025,Nupalirus vericeli,species
185026,Metazoa,kingdom
185026,Arthropoda,phylum
185026,Malacostraca,class
185026,Decapoda,order
185026,Polychelidae,family
185026,Polycheles,genus
185026,Polycheles typhlops,species
185027,Metazoa,kingdom
185027,Arthropoda,phylum
185027,Malacostraca,class
185027,Decapoda,order
185027,Scyllaridae,family
185027,Biarctus,genus
185027,Biarctus vitiensis,species
185029,Metazoa,kingdom
185029,Arthropoda,phylum
185029,Malacostraca,class
185029,Decapoda,order
185029,Thaumastochelidae,family
185029,Thaumastocheles,genus
185029,Thaumastocheles dochmiodon,species
185031,Metazoa,kingdom
185031,Arthropoda,phylum
185031,Malacostraca,class
185031,Decapoda,order
185031,Scyllaridae,family
185031,Acantharctus,genus
185031,Acantharctus ornatus,species
185032,Metazoa,kingdom
185032,Arthropoda,phylum
185032,Malacostraca,class
185032,Decapoda,order
185032,Scyllaridae,family
185032,Biarctus,genus
185032,Biarctus sordidus,species
185034,Metazoa,kingdom
185034,Arthropoda,phylum
185034,Malacostraca,class
185034,Decapoda,order
185034,Polychelidae,family
185034,Polycheles,genus
185034,Polycheles amemiyai,species
185035,Metazoa,kingdom
185035,Arthropoda,phylum
185035,Malacostraca,class
185035,Decapoda,order
185035,Scyllaridae,family
185035,Bathyarctus,genus
185035,Bathyarctus rubens,species
185036,Metazoa,kingdom
185036,Arthropoda,phylum
185036,Malacostraca,class
185036,Decapoda,order
185036,Crangonidae,family
185036,Stereomastis,genus
185036,Stereomastis suhmi,species
185038,Metazoa,kingdom
185038,Arthropoda,phylum
185038,Malacostraca,class
185038,Decapoda,order
185038,Polychelidae,family
185038,Pentacheles,genus
185038,Pentacheles laevis,species
185039,Metazoa,kingdom
185039,Arthropoda,phylum
185039,Malacostraca,class
185039,Decapoda,order
185039,Scyllaridae,family
185039,Scyllarus,genus
185039,Scyllarus caparti,species
185040,Metazoa,kingdom
185040,Arthropoda,phylum
185040,Malacostraca,class
185040,Decapoda,order
185040,Crangonidae,family
185040,Stereomastis,genus
185040,Stereomastis helleri,species
185041,Metazoa,kingdom
185041,Arthropoda,phylum
185041,Malacostraca,class
185041,Decapoda,order
185041,Scyllaridae,family
185041,Chelarctus,genus
185041,Chelarctus aureus,species
185042,Metazoa,kingdom
185042,Arthropoda,phylum
185042,Malacostraca,class
185042,Decapoda,order
185042,Scyllaridae,family
185042,Scyllarus,genus
185042,Scyllarus chacei,species
185043,Metazoa,kingdom
185043,Arthropoda,phylum
185043,Malacostraca,class
185043,Decapoda,order
185043,Glypheidae,family
185043,Laurentaeglyphea,genus
185043,Laurentaeglyphea neocaledonica,species
185044,Metazoa,kingdom
185044,Arthropoda,phylum
185044,Malacostraca,class
185044,Decapoda,order
185044,Scyllaridae,family
185044,Antarctus,genus
185044,Antarctus mawsoni,species
185045,Metazoa,kingdom
185045,Arthropoda,phylum
185045,Malacostraca,class
185045,Decapoda,order
185045,Scyllaridae,family
185045,Bathyarctus,genus
185045,Bathyarctus formosanus,species
185046,Metazoa,kingdom
185046,Arthropoda,phylum
185046,Malacostraca,class
185046,Decapoda,order
185046,Scyllaridae,family
185046,Petrarctus,genus
185046,Petrarctus veliger,species
185047,Metazoa,kingdom
185047,Arthropoda,phylum
185047,Malacostraca,class
185047,Decapoda,order
185047,Enoplometopidae,family
185047,Enoplometopus,genus
185047,Enoplometopus macrodontus,species
185048,Metazoa,kingdom
185048,Arthropoda,phylum
185048,Malacostraca,class
185048,Decapoda,order
185048,Scyllaridae,family
185048,Antipodarctus,genus
185048,Antipodarctus aoteanus,species
185050,Metazoa,kingdom
185050,Arthropoda,phylum
185050,Malacostraca,class
185050,Decapoda,order
185050,Polychelidae,family
185050,Willemoesia,genus
185050,Willemoesia forceps,species
185051,Metazoa,kingdom
185051,Arthropoda,phylum
185051,Malacostraca,class
185051,Decapoda,order
185051,Enoplometopidae,family
185051,Enoplometopus,genus
185051,Enoplometopus crosnieri,species
185054,Metazoa,kingdom
185054,Arthropoda,phylum
185054,Malacostraca,class
